timestamp,accX,accY,accZ
0,0.1,-9.700000000000001,0.7000000000000001
16,0.1,-9.700000000000001,0.7000000000000001
32,0.0,-9.600000000000001,0.8
48,-0.1,-9.5,0.8
64,-0.1,-9.5,0.8
80,-0.2,-9.600000000000001,0.8
96,-0.1,-9.600000000000001,0.9
112,-0.1,-9.600000000000001,0.9
128,0.0,-9.600000000000001,0.9
144,0.0,-9.600000000000001,0.9
160,0.0,-9.5,0.8
176,0.0,-9.5,0.8
192,0.0,-9.5,0.8
208,0.0,-9.600000000000001,0.8
224,0.1,-9.700000000000001,0.8
240,0.2,-9.600000000000001,0.7000000000000001
256,0.2,-9.600000000000001,0.7000000000000001
272,0.2,-9.600000000000001,0.7000000000000001
288,0.0,-9.600000000000001,0.8
304,-0.1,-9.5,0.8
320,-0.1,-9.5,0.8
336,0.0,-9.4,0.8
352,-0.1,-9.5,0.8
368,-0.1,-9.5,0.8
384,-0.1,-9.600000000000001,0.8
400,0.0,-9.8,0.7000000000000001
416,0.2,-9.700000000000001,0.9
432,0.2,-9.700000000000001,0.9
448,0.30000000000000004,-9.600000000000001,0.9
464,0.30000000000000004,-9.5,0.8
480,0.30000000000000004,-9.5,0.8
496,0.30000000000000004,-9.600000000000001,0.9
512,0.30000000000000004,-9.600000000000001,0.9
528,0.2,-9.600000000000001,0.8
544,0.2,-9.5,0.8
560,0.2,-9.5,0.8
576,0.2,-9.5,0.7000000000000001
592,0.2,-9.600000000000001,0.7000000000000001
608,0.2,-9.600000000000001,0.7000000000000001
624,0.2,-9.600000000000001,0.7000000000000001
640,0.2,-9.600000000000001,0.6000000000000001
656,0.1,-9.600000000000001,0.6000000000000001
672,0.1,-9.600000000000001,0.6000000000000001
688,0.1,-9.600000000000001,0.6000000000000001
704,0.2,-9.600000000000001,0.7000000000000001
720,0.2,-9.600000000000001,0.6000000000000001
736,0.2,-9.600000000000001,0.6000000000000001
752,0.2,-9.600000000000001,0.6000000000000001
768,0.30000000000000004,-9.600000000000001,0.6000000000000001
784,0.30000000000000004,-9.600000000000001,0.6000000000000001
800,0.2,-9.700000000000001,0.6000000000000001
816,0.2,-9.700000000000001,0.6000000000000001
832,0.2,-9.600000000000001,0.6000000000000001
848,0.2,-9.600000000000001,0.6000000000000001
864,0.1,-9.700000000000001,0.6000000000000001
880,0.1,-9.700000000000001,0.6000000000000001
896,0.1,-9.700000000000001,0.6000000000000001
912,0.1,-9.700000000000001,0.6000000000000001
928,0.1,-9.700000000000001,0.5
944,0.1,-9.700000000000001,0.5
960,0.2,-9.700000000000001,0.6000000000000001
976,0.2,-9.700000000000001,0.5
992,0.2,-9.700000000000001,0.5
1008,0.1,-9.600000000000001,0.4
1024,0.2,-9.5,0.5
1040,0.2,-9.5,0.5
1056,0.2,-9.5,0.5
1072,0.2,-9.700000000000001,0.5
1088,0.2,-9.9,0.6000000000000001
1104,0.2,-9.9,0.6000000000000001
1120,0.0,-9.700000000000001,0.6000000000000001
1136,-0.1,-9.600000000000001,0.6000000000000001
1152,-0.1,-9.600000000000001,0.6000000000000001
1168,-0.2,-9.5,0.6000000000000001
1184,-0.2,-9.4,0.6000000000000001
1200,-0.1,-9.4,0.6000000000000001
1216,-0.1,-9.4,0.6000000000000001
1232,0.0,-9.3,0.6000000000000001
1248,0.0,-9.600000000000001,0.5
1264,0.0,-9.600000000000001,0.5
1280,-0.1,-9.8,0.5
1296,-0.30000000000000004,-9.9,0.5
1312,-0.30000000000000004,-9.9,0.5
1328,-0.4,-9.8,0.5
1344,-0.4,-9.8,0.5
1360,-0.4,-9.600000000000001,0.5
1376,-0.4,-9.4,0.7000000000000001
1392,-0.4,-9.5,0.7000000000000001
1408,-0.4,-9.5,0.7000000000000001
1424,-0.4,-9.600000000000001,0.7000000000000001
1440,-0.4,-9.700000000000001,0.7000000000000001
1456,-0.4,-9.700000000000001,0.7000000000000001
1472,-0.6000000000000001,-9.700000000000001,0.7000000000000001
1488,-0.6000000000000001,-9.5,0.7000000000000001
1504,-0.8,-9.5,0.7000000000000001
1520,-0.8,-9.5,0.7000000000000001
1536,-0.8,-9.600000000000001,0.8
1552,-0.8,-9.600000000000001,0.9
1568,-0.8,-9.5,0.9
1584,-0.8,-9.5,0.9
1600,-0.9,-9.600000000000001,0.8
1616,-0.7000000000000001,-9.600000000000001,0.7000000000000001
1632,-0.7000000000000001,-9.600000000000001,0.7000000000000001
1648,-0.6000000000000001,-9.700000000000001,0.9
1664,-0.7000000000000001,-9.600000000000001,0.9
1680,-0.8,-9.600000000000001,0.9
1696,-0.8,-9.600000000000001,0.9
1712,-0.8,-9.600000000000001,0.9
1728,-0.9,-9.5,0.9
1744,-1.0,-9.5,0.9
1760,-0.9,-9.5,0.9
1776,-0.9,-9.5,0.9
1792,-0.9,-9.5,1.0
1808,-0.9,-9.600000000000001,1.0
1824,-0.9,-9.600000000000001,1.0
