timestamp,accX,accY,accZ
0,-2.7,-8.200000000000001,4.4
16,-2.8000000000000003,-8.200000000000001,4.3
32,-2.9000000000000004,-8.0,4.3
48,-3.0,-8.1,4.4
64,-3.1,-8.3,4.4
80,-3.2,-8.4,4.3
96,-3.2,-8.4,4.3
112,-3.2,-8.4,4.3
128,-3.3000000000000003,-8.200000000000001,4.3
144,-3.2,-8.1,4.3
160,-3.2,-8.0,4.1000000000000005
176,-3.0,-8.200000000000001,4.0
192,-3.0,-8.3,4.1000000000000005
208,-2.9000000000000004,-8.200000000000001,4.1000000000000005
224,-2.8000000000000003,-8.3,4.2
240,-2.7,-8.4,4.1000000000000005
256,-2.7,-8.4,4.1000000000000005
272,-2.7,-8.4,4.1000000000000005
288,-2.7,-8.200000000000001,4.1000000000000005
304,-2.6,-8.200000000000001,4.1000000000000005
320,-2.5,-8.3,4.0
336,-2.4000000000000004,-8.3,4.0
352,-2.4000000000000004,-8.4,4.0
368,-2.4000000000000004,-8.5,4.0
384,-2.3000000000000003,-8.6,4.0
400,-2.2,-8.700000000000001,4.0
416,-2.3000000000000003,-8.4,4.1000000000000005
432,-2.6,-8.0,4.1000000000000005
448,-2.8000000000000003,-7.800000000000001,4.2
464,-2.9000000000000004,-7.800000000000001,4.3
480,-3.0,-8.0,4.3
496,-3.0,-8.0,4.3
512,-2.9000000000000004,-8.3,4.2
528,-2.9000000000000004,-8.5,4.0
544,-2.8000000000000003,-8.5,3.9000000000000004
560,-2.8000000000000003,-8.4,3.8000000000000003
576,-2.6,-8.4,3.8000000000000003
592,-2.5,-8.5,3.8000000000000003
608,-2.3000000000000003,-8.5,3.8000000000000003
624,-2.3000000000000003,-8.5,3.8000000000000003
640,-2.4000000000000004,-8.5,3.8000000000000003
656,-2.4000000000000004,-8.5,3.9000000000000004
672,-2.4000000000000004,-8.4,3.9000000000000004
688,-2.3000000000000003,-8.4,3.9000000000000004
704,-2.3000000000000003,-8.5,3.9000000000000004
720,-2.3000000000000003,-8.5,3.9000000000000004
736,-2.3000000000000003,-8.4,4.1000000000000005
752,-2.4000000000000004,-8.3,4.1000000000000005
768,-2.4000000000000004,-8.200000000000001,4.1000000000000005
784,-2.4000000000000004,-8.3,4.1000000000000005
800,-2.4000000000000004,-8.3,4.0
816,-2.4000000000000004,-8.3,4.1000000000000005
832,-2.5,-8.3,4.2
848,-2.6,-8.200000000000001,4.3
864,-2.6,-8.200000000000001,4.2
880,-2.6,-8.200000000000001,4.2
896,-2.6,-8.200000000000001,4.2
912,-2.7,-8.3,4.1000000000000005
928,-2.7,-8.3,4.1000000000000005
944,-2.7,-8.3,4.2
960,-2.6,-8.1,4.3
976,-2.7,-8.1,4.5
992,-2.8000000000000003,-8.0,4.6000000000000005
1008,-2.9000000000000004,-7.9,4.6000000000000005
1024,-3.0,-7.9,4.7
1040,-3.1,-8.0,4.7
1056,-2.8000000000000003,-8.0,4.5
1072,-2.5,-7.9,4.3
1088,-2.7,-7.7,4.4
1104,-3.0,-7.7,4.6000000000000005
1120,-3.1,-8.0,4.7
1136,-3.0,-8.200000000000001,4.7
1152,-2.7,-8.200000000000001,4.4
1168,-2.6,-8.1,4.3
1184,-2.8000000000000003,-7.9,4.4
1200,-3.0,-7.9,4.6000000000000005
1216,-3.0,-8.1,4.6000000000000005
1232,-2.9000000000000004,-8.4,4.5
1248,-2.7,-8.6,4.4
1264,-2.7,-8.4,4.4
